Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"5522","FARGLORY LAND DEVELOPMENT LTD","Equity","0.01","1.26","2,870,782.00","3,629,966.24","3,629,966.24","Real Estate","6203687","TW0005522007","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"600705","AVIC CAPITAL LTD A","Equity","0.01","0.64","5,685,391.00","3,613,153.34","3,613,153.34","Financials","BP3R4C2","CNE000000KC1","Shanghai Stock Exchange","China","USD","CNY","6.98"
"VAPORES","COMPANIA SUDAMERICANA DE VAPORES S","Equity","0.01","0.03","123,898,151.00","3,616,756.23","3,616,756.23","Industrials","2196338","CLP3064M1019","Santiago Stock Exchange","Chile","USD","CLP","804.69"
"SEER3","SER EDUCACIONAL SA","Equity","0.01","5.71","630,000.00","3,600,201.85","3,600,201.85","Consumer Discretionary","BFH4PZ9","BRSEERACNOR5","XBSP","Brazil","USD","BRL","4.46"
"3983","CHINA BLUECHEMICAL LTD H","Equity","0.01","0.19","19,042,000.00","3,578,263.72","3,578,263.72","Materials","B1DN3X6","CNE1000002D0","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"BITA","BITAUTO HOLDINGS ADR REPRESENTING","Equity","0.01","14.86","241,008.00","3,581,378.88","3,581,378.88","Communication","B531ND8","US0917271076","New York Stock Exchange Inc.","China","USD","USD","1.00"
"601992","BBMG CORP A","Equity","0.01","0.55","6,558,400.00","3,581,991.72","3,581,991.72","Materials","BP3R5N0","CNE1000010M4","Shanghai Stock Exchange","China","USD","CNY","6.98"
"039200","OSCOTEC INC","Equity","0.01","18.53","193,274.00","3,581,543.63","3,581,543.63","Health Care","B1L3VL2","KR7039200001","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"002179","AVIC JONHON OPTRONIC TECHNOLOGY LT","Equity","0.01","5.70","626,393.00","3,569,201.17","3,569,201.17","Information Technology","BD5CHR7","CNE1000007T5","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"WABCOINDIA","WABCO INDIA LTD","Equity","0.01","92.89","38,416.00","3,568,643.18","3,568,643.18","Consumer Discretionary","B3DGKJ4","INE342J01019","National Stock Exchange Of India","India","USD","INR","73.30"
"600352","ZHEJIANG LONGSHENG GROUP LTD A","Equity","0.01","1.99","1,793,874.00","3,564,869.76","3,564,869.76","Materials","BP3R4W2","CNE000001FJ4","Shanghai Stock Exchange","China","USD","CNY","6.98"
"603019","DAWNING INFORMATION INDUSTRY LTD A","Equity","0.01","7.06","505,387.00","3,566,495.14","3,566,495.14","Information Technology","BZ0D207","CNE100001TW7","Shanghai Stock Exchange","China","USD","CNY","6.98"
"ADMIE","ADMIE HOLDING COMPANY SA SHRS","Equity","0.01","2.60","1,372,335.00","3,566,540.85","3,566,540.85","Utilities","BYW5KK0","GRS518003009","Athens Exchange S.A. Cash Market","Greece","USD","EUR","0.89"
"1313","UPC TECHNOLOGY CORP","Equity","0.01","0.33","10,817,365.00","3,564,580.01","3,564,580.01","Materials","6918657","TW0001313005","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"1215","CHAROEN POKPHAND ENTERPRISE(TAIWAN","Equity","0.01","2.06","1,732,000.00","3,566,374.57","3,566,374.57","Consumer Staples","6188610","TW0001215002","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"000066","CHINA GREATWALL TECHNOLOGY GROUP L","Equity","0.01","2.21","1,603,700.00","3,549,783.05","3,549,783.05","Information Technology","BD5CKJ0","CNE000000RL7","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"PERSISTENT","PERSISTENT SYSTEMS LTD","Equity","0.01","9.66","367,763.00","3,552,320.39","3,552,320.39","Information Technology","B28SM03","INE262H01013","National Stock Exchange Of India","India","USD","INR","73.30"
"SYNGENE","SYNGENE INTERNATIONAL LTD","Equity","0.01","4.01","884,582.00","3,546,293.13","3,546,293.13","Health Care","BYXXQB6","INE398R01022","National Stock Exchange Of India","India","USD","INR","73.30"
"000860","BEIJING SHUNXIN AGRICULTURE LTD A","Equity","0.01","8.32","425,100.00","3,537,777.86","3,537,777.86","Consumer Staples","BD5C9L5","CNE000000XH3","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"000783","CHANGJIANG SECURITIES LTD A","Equity","0.01","1.02","3,455,296.00","3,530,359.71","3,530,359.71","Financials","BD5CP40","CNE000000SH3","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"067160","AFREECATV LTD","Equity","0.01","47.52","74,199.00","3,525,895.76","3,525,895.76","Communication","6724508","KR7067160002","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"2014","CHUNG HUNG STEEL CORP","Equity","0.01","0.31","11,359,000.00","3,519,764.77","3,519,764.77","Materials","6987602","TW0002014008","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"EXAE","HELLENIC EXCHANGES SA","Equity","0.01","4.20","836,149.00","3,514,274.04","3,514,274.04","Financials","4108278","GRS395363005","Athens Exchange S.A. Cash Market","Greece","USD","EUR","0.89"
"HCI","HOSKEN CONSOLIDATED LTD","Equity","0.01","4.84","725,888.00","3,514,506.15","3,514,506.15","Industrials","6439738","ZAE000003257","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"3413","FOXSEMICON INTEGRATED TECHNOLOGY I","Equity","0.01","5.58","628,000.00","3,504,814.58","3,504,814.58","Information Technology","B04ZR54","TW0003413001","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"9940","SINYI REALTY INC","Equity","0.01","0.95","3,704,704.00","3,505,600.69","3,505,600.69","Real Estate","6193915","TW0009940007","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"VITROX","VITROX CORPORATION","Equity","0.01","1.99","1,762,800.00","3,499,198.86","3,499,198.86","Information Technology","B0KLDR0","MYQ0097OO004","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"MEGA.R","MEGA LIFESCIENCE NON-VOTING DR PCL","Equity","0.01","0.82","4,276,700.00","3,492,152.37","3,492,152.37","Health Care","BGLZX84","TH4984010R19","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"002180","NINESTAR CORP A","Equity","0.01","6.07","574,500.00","3,484,628.02","3,484,628.02","Information Technology","BD5M2G1","CNE1000007W9","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"ENDURANCE","ENDURANCE TECHNOLOGIES LTD","Equity","0.01","13.31","261,871.00","3,485,182.45","3,485,182.45","Consumer Discretionary","BYZ02R3","INE913H01037","National Stock Exchange Of India","India","USD","INR","73.30"
"GPW","GPW SA","Equity","0.01","10.59","328,335.00","3,476,387.75","3,476,387.75","Financials","B55XKV9","PLGPW0000017","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"TRKCM","TRAKYA CAM SANAYII A","Equity","0.01","0.57","6,082,090.00","3,477,341.07","3,477,341.07","Industrials","B03MY66","TRATRKCM91F7","Istanbul Stock Exchange","Turkey","USD","TRY","6.07"
"RBP","ROYAL BAFOKENG PLATINUM PTY LTD","Equity","0.01","3.13","1,109,851.00","3,471,733.60","3,471,733.60","Materials","B59KXT5","ZAE000149936","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"300408","CHAOZHOU THREE-CIRCLE (GROUP) LTD","Equity","0.01","3.49","993,046.00","3,467,450.31","3,467,450.31","Information Technology","BD5CLT7","CNE100001Y42","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"VTBR","BANK VTB","Equity","0.01","0.00","5,234,790,000.00","3,460,991.73","3,460,991.73","Financials","B5B1TP4","RU000A0JP5V6","Standard-Classica-Forts","Russian Federation","USD","RUB","65.43"
"603899","SHANGHAI M&G STATIONERY INC A","Equity","0.01","6.60","523,900.00","3,460,076.67","3,460,076.67","Industrials","BZ0D285","CNE100001V60","Shanghai Stock Exchange","China","USD","CNY","6.98"
"4260","UNITED INTERNATIONAL TRANSPORTATIO","Equity","0.01","9.46","366,013.00","3,462,891.50","3,462,891.50","Industrials","B2493D0","SA000A0MWH44","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"GMRINFRA","GMR INFRASTRUCTURE LTD","Equity","0.01","0.28","12,543,072.00","3,456,735.28","3,456,735.28","Industrials","B192HJ1","INE776C01039","National Stock Exchange Of India","India","USD","INR","73.30"
"006060","HS INDUSTRIES LTD","Equity","0.01","9.08","380,495.00","3,453,836.48","3,453,836.48","Consumer Discretionary","6433592","KR7006060008","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"002821","ASYMCHEM LABORATORIES (TIANJIN) LT","Equity","0.01","27.98","123,100.00","3,444,156.79","3,444,156.79","Health Care","BD6V5C4","CNE100002BZ6","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"600487","HENGTONG OPTIC ELECTRIC LTD A","Equity","0.01","2.54","1,357,400.00","3,444,725.87","3,444,725.87","Information Technology","BP3RFS5","CNE000001FQ9","Shanghai Stock Exchange","China","USD","CNY","6.98"
"000625","CHONGQING CHANGAN AUTOMOBILE LTD A","Equity","0.01","1.53","2,254,483.00","3,447,067.71","3,447,067.71","Consumer Discretionary","BD5CP62","CNE000000R36","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"AIRASIA","AIRASIA GROUP","Equity","0.01","0.24","14,201,300.00","3,443,557.83","3,443,557.83","Industrials","B03J9L7","MYL5099OO006","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"MOTILALOFS","MOTILAL OSWAL FINANCIAL SERVICES L","Equity","0.01","10.18","337,259.00","3,434,821.70","3,434,821.70","Financials","B233M14","INE338I01027","National Stock Exchange Of India","India","USD","INR","73.30"
"6010","NATIONAL AGRICULTURE DEVELOPMENT","Equity","0.01","6.77","507,090.00","3,432,675.76","3,432,675.76","Consumer Staples","B128FP8","SA0007879568","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"CETV","CENTRAL EUROPEAN MEDIA ENTERPRISES","Equity","0.01","4.39","780,681.00","3,429,771.16","3,429,771.16","Communication","B0BK183","BMG200452024","Prague Stock Exchange","Czech Republic","USD","CZK","22.67"
"337","GREENLAND HONG KONG HOLDINGS LTD","Equity","0.01","0.41","8,445,000.00","3,423,868.97","3,423,868.97","Real Estate","BFH1P83","KYG4587S1049","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"603799","ZHEJIANG HUAYOU COBALT LTD A","Equity","0.01","5.79","589,792.00","3,414,193.85","3,414,193.85","Materials","BFF5BV2","CNE100001VW3","Shanghai Stock Exchange","China","USD","CNY","6.98"
"600536","CHINA NATIONAL SOFTWARE & SERVICE","Equity","0.01","12.62","270,099.00","3,409,687.27","3,409,687.27","Information Technology","BP3R949","CNE000001BB0","Shanghai Stock Exchange","China","USD","CNY","6.98"
"028150","GS HOME SHOPPING INC","Equity","0.01","104.74","32,551.00","3,409,508.24","3,409,508.24","Consumer Discretionary","6204828","KR7028150001","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"ENAT3","ENAUTA PARTICIPACOES SA","Equity","0.01","3.05","1,118,800.00","3,407,525.43","3,407,525.43","Energy","BJK28J3","BRENATACNOR0","XBSP","Brazil","USD","BRL","4.46"
"FBR","FAMOUS BRANDS LTD","Equity","0.01","3.77","901,935.00","3,404,385.64","3,404,385.64","Consumer Discretionary","6844688","ZAE000053328","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"WBO","WBH OVCON LTD","Equity","0.01","6.51","523,207.00","3,405,774.96","3,405,774.96","Industrials","6662404","ZAE000009932","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"TATACOMM","TATA COMMUNICATIONS LTD","Equity","0.01","4.92","691,437.00","3,401,174.81","3,401,174.81","Communication","6114745","INE151A01013","National Stock Exchange Of India","India","USD","INR","73.30"
"TPE","TAURON POLSKA ENERGIA SA","Equity","0.01","0.32","10,727,808.00","3,401,976.57","3,401,976.57","Utilities","B5P7L41","PLTAURN00011","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"1718","CHINA MAN MADE FIBER CORP","Equity","0.01","0.25","13,863,514.00","3,399,708.89","3,399,708.89","Materials","6191005","TW0001718005","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"600637","ORIENTAL PEARL GROUP LTD A","Equity","0.01","1.53","2,212,500.00","3,392,441.55","3,392,441.55","Communication","BP3R3X6","CNE0000004Z1","Shanghai Stock Exchange","China","USD","CNY","6.98"
"TUPY3","TUPY SA","Equity","0.01","4.84","699,000.00","3,386,240.54","3,386,240.54","Consumer Discretionary","2906786","BRTUPYACNOR1","XBSP","Brazil","USD","BRL","4.46"
"AKRA","AKR CORPORINDO","Equity","0.01","0.18","18,980,200.00","3,388,965.44","3,388,965.44","Industrials","6048156","ID1000106701","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"BLUEDART","BLUE DART EXPRESS LTD","Equity","0.01","40.25","84,020.00","3,381,490.49","3,381,490.49","Industrials","6098601","INE233B01017","National Stock Exchange Of India","India","USD","INR","73.30"
"THERMAX","THERMAX","Equity","0.01","12.20","277,290.00","3,383,393.86","3,383,393.86","Industrials","B10SSP1","INE152A01029","National Stock Exchange Of India","India","USD","INR","73.30"
"POL","PAKISTAN OIL FIELDS LTD","Equity","0.01","2.50","1,354,570.00","3,384,075.07","3,384,075.07","Energy","6677141","PK0023901017","Karachi Stock Exchange (Guarantee) Limited","Pakistan","USD","PKR","154.20"
"002146","RISESUN REAL ESTATE DEVELOPMENT LT","Equity","0.01","1.28","2,644,062.00","3,375,925.26","3,375,925.26","Real Estate","BD5CMZ0","CNE1000005Y9","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"000703","HENGYI PETROCHEMICAL LTD A","Equity","0.01","2.00","1,683,432.00","3,374,505.77","3,374,505.77","Materials","BD5M1L9","CNE0000001J1","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"1196","REALORD GROUP HOLDINGS LTD","Equity","0.01","0.58","5,828,000.00","3,375,506.79","3,375,506.79","Industrials","BQV68C6","BMG7403L1046","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"010780","IS DONGSEO LTD","Equity","0.01","22.46","149,958.00","3,368,503.56","3,368,503.56","Industrials","6273204","KR7010780005","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"2868","BEIJING CAPITAL LAND LTD H","Equity","0.01","0.28","12,078,000.00","3,357,806.81","3,357,806.81","Real Estate","6623360","CNE100000239","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"HDC","HUDACO INDS LTD","Equity","0.01","6.54","513,773.00","3,361,508.77","3,361,508.77","Industrials","6442338","ZAE000003273","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"2231","CUB ELECPARTS INC","Equity","0.01","6.63","506,726.00","3,359,826.54","3,359,826.54","Consumer Discretionary","B297JM0","TW0002231008","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"9907","TON YI INDUSTRIAL CORP","Equity","0.01","0.35","9,505,000.00","3,356,978.64","3,356,978.64","Materials","6897864","TW0009907006","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"SONDA","SONDA SA","Equity","0.01","0.72","4,636,746.00","3,347,695.00","3,347,695.00","Information Technology","B1GBXT3","CL0000001934","Santiago Stock Exchange","Chile","USD","CLP","804.69"
"002673","WESTERN SECURITIES CO LTD A","Equity","0.01","1.43","2,340,535.00","3,349,283.07","3,349,283.07","Financials","BD5CP73","CNE100001D96","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"002120","YUNDA HOLDING LTD A","Equity","0.01","4.27","784,300.00","3,351,153.94","3,351,153.94","Industrials","BD6QV98","CNE100000015","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"EYDAP","ATHENS WATER SUPPLY AND SEWAGE SA","Equity","0.01","7.61","440,274.00","3,351,461.67","3,351,461.67","Utilities","5860191","GRS359353000","Athens Exchange S.A. Cash Market","Greece","USD","EUR","0.89"
"300383","BEIJING SINNET TECHNOLOGY LTD A","Equity","0.01","3.92","852,287.00","3,343,193.02","3,343,193.02","Information Technology","BD5CJ48","CNE100001S16","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"090460","BH LTD","Equity","0.01","15.77","211,626.00","3,337,363.09","3,337,363.09","Information Technology","B1P1GJ5","KR7090460007","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"UNIP6","UNIPAR PARTICIPACOES B PREF SA","Equity","0.01","6.41","516,894.00","3,315,540.99","3,315,540.99","Materials","2905879","BRUNIPACNPB8","XBSP","Brazil","USD","BRL","4.46"
"ENA","ENEA SA","Equity","0.01","1.55","2,143,482.00","3,312,248.46","3,312,248.46","Utilities","B3F97B2","PLENEA000013","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"RALLIS","RALLIS INDIA LTD","Equity","0.01","3.07","1,076,052.00","3,303,137.21","3,303,137.21","Materials","B60CMV2","INE613A01020","National Stock Exchange Of India","India","USD","INR","73.30"
"294870","HDC OP","Equity","0.01","14.18","233,072.00","3,305,086.92","3,305,086.92","Industrials","BD0BBZ5","KR7294870001","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"601198","DONGXING SECURITIES LTD A","Equity","0.01","1.83","1,805,277.00","3,296,157.31","3,296,157.31","Financials","BYQDMD7","CNE100002177","Shanghai Stock Exchange","China","USD","CNY","6.98"
"QD","QUDIAN AMERICAN DEPOSITORY SHARES","Equity","0.01","2.32","1,415,848.00","3,284,767.36","3,284,767.36","Financials","BF8FK89","US7477981069","New York Stock Exchange Inc.","China","USD","USD","1.00"
"001680","DAESANG CORP","Equity","0.01","16.36","201,013.00","3,287,713.67","3,287,713.67","Consumer Staples","6352716","KR7001680008","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"TPIPL.R","TPI POLENE NON-VOTING DR PCL","Equity","0.01","0.04","81,661,600.00","3,288,734.17","3,288,734.17","Materials","6366591","TH0212010R19","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"NATIONALUM","NATIONAL ALUMINIUM CO LTD","Equity","0.01","0.47","6,965,156.00","3,273,639.95","3,273,639.95","Materials","6139447","INE139A01034","National Stock Exchange Of India","India","USD","INR","73.30"
"003230","SAM YANG FOODS LTD","Equity","0.01","74.88","43,716.00","3,273,305.45","3,273,305.45","Consumer Staples","6771838","KR7003230000","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"BAUTO","BERMAZ AUTO","Equity","0.01","0.42","7,876,100.00","3,276,637.35","3,276,637.35","Consumer Discretionary","BGLKMM6","MYL5248OO009","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"GISS","GULF INTERNATIONAL SERVICES","Equity","0.01","0.35","9,270,384.00","3,276,617.70","3,276,617.70","Energy","B39HD70","QA000A0Q6LH4","Qatar Exchange","Qatar","USD","QAR","3.64"
"APLLTD","ALEMBIC PHARMACEUTICALS LTD","Equity","0.01","9.02","362,650.00","3,271,382.79","3,271,382.79","Health Care","B691276","INE901L01018","National Stock Exchange Of India","India","USD","INR","73.30"
"108320","SILICON WORKS LTD","Equity","0.01","28.82","113,454.00","3,269,882.29","3,269,882.29","Information Technology","B53YZC0","KR7108320003","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"GTRONIC","GLOBETRONICS TECHNOLOGY","Equity","0.01","0.49","6,617,000.00","3,271,926.78","3,271,926.78","Information Technology","B00NYQ2","MYL7022OO006","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"000656","JINKE PROPERTY GROUP LTD A","Equity","0.01","1.08","3,020,900.00","3,265,014.23","3,265,014.23","Real Estate","BD5CKX4","CNE000000073","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"005440","HYUNDAIGREENFOOD LTD","Equity","0.01","7.24","450,019.00","3,256,642.14","3,256,642.14","Consumer Staples","6489302","KR7005440003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"SUPERMX","SUPERMAX CORPORATION","Equity","0.01","0.38","8,514,812.00","3,258,967.63","3,258,967.63","Health Care","B1V7L36","MYL7106OO007","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"RADICO","RADICO KHAITAN LTD","Equity","0.01","5.45","596,940.00","3,255,184.94","3,255,184.94","Consumer Staples","B0VY3T0","INE944F01028","National Stock Exchange Of India","India","USD","INR","73.30"
"058820","CMG PHARMACEUTICAL LTD","Equity","0.01","3.12","1,042,593.00","3,253,469.33","3,253,469.33","Health Care","6422794","KR7058820002","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"003540","DAISHIN SECURITIES LTD","Equity","0.01","8.26","394,124.00","3,254,416.36","3,254,416.36","Financials","6251200","KR7003540002","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"297","SINOFERT HOLDINGS LTD","Equity","0.01","0.10","31,914,000.00","3,245,004.18","3,245,004.18","Materials","B0CJMD1","BMG8403G1033","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"WSKT","WASKITA KARYA PERSERO CLS A","Equity","0.01","0.07","46,970,900.00","3,239,599.24","3,239,599.24","Industrials","B7VW3S2","ID1000126105","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"001060","JW PHARMACEUTICAL CORP","Equity","0.01","20.87","155,376.00","3,243,228.65","3,243,228.65","Health Care","6192978","KR7001060003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"900956","HUANGSHI DONGBEI ELECTRICAL APPLIA","Equity","0.01","1.25","2,598,284.00","3,237,461.86","3,237,461.86","Industrials","6164858","CNE000000ZS5","Shanghai Stock Exchange","China","USD","USD","1.00"
"002405","NAVINFO LTD A","Equity","0.01","2.63","1,229,100.00","3,237,806.39","3,237,806.39","Consumer Discretionary","BD5CKR8","CNE100000P69","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"OIL","OIL INDIA LTD","Equity","0.01","1.46","2,214,470.00","3,229,671.45","3,229,671.45","Energy","B409HQ9","INE274J01014","National Stock Exchange Of India","India","USD","INR","73.30"
"603369","JIANGSU KINGS LUCK BREWERY LTD A","Equity","0.01","4.37","740,095.00","3,231,599.74","3,231,599.74","Consumer Staples","BTFRHZ2","CNE100001TH8","Shanghai Stock Exchange","China","USD","CNY","6.98"
"MAVI","MAVI GIYIM SANAYI VE TICARET","Equity","0.01","8.82","365,166.00","3,221,920.22","3,221,920.22","Consumer Discretionary","BF5M481","TREMAVI00037","Istanbul Stock Exchange","Turkey","USD","TRY","6.07"
"600498","FIBERHOME TELECOMMUNICATION TECHNO","Equity","0.01","4.76","674,498.00","3,207,613.79","3,207,613.79","Information Technology","BP3R886","CNE0000018P2","Shanghai Stock Exchange","China","USD","CNY","6.98"
"600845","SHANGHAI BAOSIGHT SOFTWARE LTD A","Equity","0.01","6.99","458,700.00","3,207,941.93","3,207,941.93","Information Technology","BP3RCN9","CNE000000C66","Shanghai Stock Exchange","China","USD","CNY","6.98"
"053800","AHNLAB INC","Equity","0.01","50.36","63,698.00","3,208,081.32","3,208,081.32","Information Technology","6406271","KR7053800009","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"1532","CHINA METAL PRODUCTS LTD","Equity","0.01","0.96","3,332,146.00","3,208,576.93","3,208,576.93","Materials","6038834","TW0001532000","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"002157","JIANGXI ZHENGBANG TECHNOLOGY LTD A","Equity","0.01","2.38","1,343,800.00","3,199,131.90","3,199,131.90","Consumer Staples","BD5LZ81","CNE1000006H2","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"4157","TAIGEN BIOPHARMACEUTICALS LTD","Equity","0.01","0.69","4,612,000.00","3,196,268.28","3,196,268.28","Health Care","BDC7PZ9","KYG866171005","Gretai Securities Market","Taiwan","USD","TWD","30.01"
"600426","SHANDONG HUALU-HENGSHENG CHEMICAL","Equity","0.01","2.58","1,237,700.00","3,190,900.03","3,190,900.03","Materials","BP3RDC5","CNE000001BM7","Shanghai Stock Exchange","China","USD","CNY","6.98"
"1585","YADEA GROUP HOLDINGS LTD","Equity","0.01","0.28","11,290,000.00","3,182,328.34","3,182,328.34","Consumer Discretionary","BZ04KX9","KYG9830F1063","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"SCC","SEMIRARA MINING AND POWER","Equity","0.01","0.38","8,408,200.00","3,184,955.66","3,184,955.66","Energy","BQ13Z04","PHY7628G1124","Philippine Stock Exchange Inc.","Philippines","USD","PHP","50.69"
"002353","YANTAI JEREH OILFIELD SERVICES GRO","Equity","0.01","5.33","596,098.00","3,175,810.51","3,175,810.51","Energy","BD5CMC7","CNE100000L55","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"005300","LOTTE CHILSUNG BEVERAGE LTD","Equity","0.01","94.12","33,708.00","3,172,550.82","3,172,550.82","Consumer Staples","6535443","KR7005300009","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"1310","TAIWAN STYRENE MONOMER CORP","Equity","0.01","0.61","5,195,000.00","3,176,231.97","3,176,231.97","Materials","6870649","TW0001310001","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"000640","DONG-A SOCIO HOLDING LTD","Equity","0.01","71.70","44,162.00","3,166,304.19","3,166,304.19","Health Care","6273163","KR7000640003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"DOHOL","DOGAN SIRKETLER GRUBU HOLDING A","Equity","0.01","0.30","10,617,954.00","3,166,535.69","3,166,535.69","Industrials","B03MRG7","TRADOHOL91Q8","Istanbul Stock Exchange","Turkey","USD","TRY","6.07"
"MSM","MASSMART HOLDINGS LTD","Equity","0.01","2.86","1,103,953.00","3,160,032.96","3,160,032.96","Consumer Staples","B3V5GG2","ZAE000152617","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"658","CHINA HIGH SPEED TRANSMISSION EQUI","Equity","0.01","0.64","4,957,000.00","3,158,137.59","3,158,137.59","Industrials","B1YC2B3","KYG2112D1051","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"TMGH","TALAAT MOUSTAFA GROUP","Equity","0.01","0.45","7,051,367.00","3,153,966.07","3,153,966.07","Real Estate","B2989Q7","EGS691S1C011","Egyptian Exchange","Egypt","USD","EGP","15.65"
"300529","JAFRON BIOMEDICAL CO LTD A","Equity","0.01","13.42","233,470.00","3,132,335.20","3,132,335.20","Health Care","BFY8H03","CNE100002995","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"1234","CHINA LILANG LTD","Equity","0.01","0.65","4,795,000.00","3,135,156.70","3,135,156.70","Consumer Discretionary","B4JMX94","KYG211411098","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"200726","LU THAI TEXTILE LTD B","Equity","0.01","0.94","3,310,921.00","3,127,892.42","3,127,892.42","Consumer Discretionary","6036957","CNE000000ST8","Shenzhen Stock Exchange","China","USD","HKD","7.77"
"SAPNRG","SAPURA ENERGY BERHAD","Equity","0.01","0.04","77,402,400.00","3,128,113.16","3,128,113.16","Energy","B7GJ601","MYL5218OO002","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"CEPU","CENTRAL PUERTO ADR REPRESENTING S","Equity","0.01","3.40","917,692.00","3,120,152.80","3,120,152.80","Utilities","BDVP1Y5","US1550382014","New York Stock Exchange Inc.","Argentina","USD","USD","1.00"
"601838","BANK OF CHENGDU LTD A","Equity","0.01","1.19","2,627,575.00","3,123,895.78","3,123,895.78","Financials","BFYQHF2","CNE100002SN6","Shanghai Stock Exchange","China","USD","CNY","6.98"
