Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"HAVELLS","HAVELLS INDIA LTD","Equity","0.03","8.71","2,260,811.00","19,695,635.79","19,695,635.79","Industrials","BQGZWP9","INE176B01034","National Stock Exchange Of India","India","USD","INR","73.30"
"601668","CHINA STATE CONSTRUCTION ENGINEERI","Equity","0.03","0.83","23,665,819.00","19,644,070.68","19,644,070.68","Industrials","BP3R2Q2","CNE100000F46","Shanghai Stock Exchange","China","USD","CNY","6.98"
"OPAP","GREEK ORGANISATION OF FOOTBALL PRO","Equity","0.03","11.26","1,744,999.00","19,642,138.01","19,642,138.01","Consumer Discretionary","7107250","GRS419003009","Athens Exchange S.A. Cash Market","Greece","USD","EUR","0.89"
"QEWS","QATAR ELECTRICITY AND WATER","Equity","0.03","4.11","4,764,688.00","19,601,792.31","19,601,792.31","Utilities","6566614","QA0006929812","Qatar Exchange","Qatar","USD","QAR","3.64"
"SCB.R","SIAM COMMERCIAL BANK NON-VOTING DR","Equity","0.03","2.74","7,141,800.00","19,589,843.03","19,589,843.03","Financials","6363172","TH0015010R16","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"002714","MUYUAN FOODS LTD A","Equity","0.03","17.23","1,136,531.00","19,586,805.83","19,586,805.83","Consumer Staples","BD5CJX7","CNE100001RQ3","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"2633","TAIWAN HIGH SPEED RAIL CORP","Equity","0.03","1.12","17,459,000.00","19,574,695.97","19,574,695.97","Industrials","B04BGQ6","TW0002633005","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"ALDAR","ALDAR PROPERTIES","Equity","0.03","0.57","34,056,235.00","19,470,507.19","19,470,507.19","Real Estate","B0LX3Y2","AEA002001013","Abu Dhabi Securities Exchange","United Arab Emirates","USD","AED","3.67"
"884","CIFI HOLDINGS (GROUP) LTD","Equity","0.03","0.79","24,626,000.00","19,461,180.26","19,461,180.26","Real Estate","B8Z00N3","KYG2140A1076","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"NESTLE","NESTLE MALAYSIA","Equity","0.03","33.45","578,600.00","19,353,148.70","19,353,148.70","Consumer Staples","6629335","MYL4707OO005","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"KCHOL","KOC HOLDING A","Equity","0.03","3.00","6,430,414.00","19,283,030.82","19,283,030.82","Industrials","B03MVJ8","TRAKCHOL91Q8","Istanbul Stock Exchange","Turkey","USD","TRY","6.07"
"005387","HYUNDAI MOTOR S2 PREF","Equity","0.03","60.49","318,854.00","19,286,492.26","19,286,492.26","Consumer Discretionary","6148272","KR7005382007","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"489","DONGFENG MOTOR GROUP LTD H","Equity","0.03","0.80","24,118,000.00","19,277,016.54","19,277,016.54","Consumer Discretionary","B0PH5N3","CNE100000312","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"ZLAB","ZAI LABORATORY ADR REPRESENTING LT","Equity","0.03","58.09","330,607.00","19,204,960.63","19,204,960.63","Health Care","BD9GVY0","US98887Q1040","NASDAQ","China","USD","USD","1.00"
"010140","SAMSUNG HEAVY INDUSTRIES LTD","Equity","0.03","4.94","3,889,637.00","19,199,245.63","19,199,245.63","Industrials","6772217","KR7010140002","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"600016","CHINA MINSHENG BANKING CORP LTD A","Equity","0.03","0.84","22,732,015.00","19,131,025.35","19,131,025.35","Financials","BP3R2C8","CNE0000015Y0","Shanghai Stock Exchange","China","USD","CNY","6.98"
"GAIL","GAIL INDIA LTD","Equity","0.03","1.41","13,567,600.00","19,102,647.70","19,102,647.70","Utilities","6133405","INE129A01019","National Stock Exchange Of India","India","USD","INR","73.30"
"INDF","INDOFOOD SUKSES MAKMUR","Equity","0.03","0.50","38,266,700.00","19,091,148.51","19,091,148.51","Consumer Staples","6283979","ID1000057003","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"071050","KOREA INVESTMENT HOLDINGS LTD","Equity","0.03","53.04","359,973.00","19,093,355.81","19,093,355.81","Financials","6654586","KR7071050009","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"881","ZHONGSHENG GROUP HOLDINGS LTD","Equity","0.03","3.73","5,105,500.00","19,056,502.99","19,056,502.99","Consumer Discretionary","B633D97","KYG9894K1085","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"DNP","DINO POLSKA SA","Equity","0.03","40.32","470,201.00","18,959,717.74","18,959,717.74","Consumer Staples","BD0YVN2","PLDINPL00011","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"1476","ECLAT TEXTILE LTD","Equity","0.03","11.73","1,615,683.00","18,949,135.91","18,949,135.91","Consumer Discretionary","6345783","TW0001476000","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"MISC","MISC","Equity","0.03","1.77","10,661,100.00","18,881,539.28","18,881,539.28","Industrials","6557997","MYL3816OO005","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"008770","HOTEL SHILLA LTDINARY SHARES KOREA","Equity","0.03","68.60","275,136.00","18,874,886.64","18,874,886.64","Consumer Discretionary","6440332","KR7008770000","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"9910","FENG TAY ENTERPRISES LTD","Equity","0.03","5.78","3,262,656.00","18,860,854.16","18,860,854.16","Consumer Discretionary","6336055","TW0009910000","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"EA.R","ENERGY ABSOLUTE NON-VOTING DR PCL","Equity","0.03","1.28","14,720,000.00","18,788,013.32","18,788,013.32","Utilities","B9L4K92","TH3545010R19","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"LH.R","LAND AND HOUSE PUBLIC NON-VOTING D","Equity","0.03","0.27","69,505,800.00","18,734,716.98","18,734,716.98","Real Estate","6581941","TH0143010R16","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","Equity","0.03","7.86","2,383,600.00","18,726,662.85","18,726,662.85","Utilities","2311120","BRELETACNOR6","XBSP","Brazil","USD","BRL","4.46"
"MPHC","MESAIEED PETROCHEMICAL HOLDING","Equity","0.03","0.48","39,425,301.00","18,731,416.61","18,731,416.61","Materials","BK4Z0B1","QA000VSUG130","Qatar Exchange","Qatar","USD","QAR","3.64"
"EGIE3","ENGIE BRASIL ENERGIA SA","Equity","0.03","10.88","1,714,975.00","18,666,159.07","18,666,159.07","Utilities","BD1WX84","BREGIEACNOR9","XBSP","Brazil","USD","BRL","4.46"
"HARTA","HARTALEGA HOLDINGS","Equity","0.03","1.43","13,014,200.00","18,655,800.78","18,655,800.78","Health Care","B2QPJK5","MYL5168OO009","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"1030","SEAZEN GROUP LTD","Equity","0.03","1.06","17,664,000.00","18,642,744.06","18,642,744.06","Real Estate","B6V94F0","KYG3701A1067","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"ICT","INTERNATIONAL CONTAINER TERMINAL S","Equity","0.03","2.09","8,916,780.00","18,647,174.94","18,647,174.94","Industrials","6455819","PHY411571011","Philippine Stock Exchange Inc.","Philippines","USD","PHP","50.69"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","Equity","0.03","4.03","4,619,950.00","18,625,727.18","18,625,727.18","Information Technology","B734XQ4","KYG989221000","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"3481","INNOLUX CORP","Equity","0.03","0.26","72,099,241.00","18,617,569.64","18,617,569.64","Information Technology","B0CC0M5","TW0003481008","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"KLK","KUALA LUMPUR KEPONG","Equity","0.03","5.21","3,566,600.00","18,585,491.98","18,585,491.98","Consumer Staples","6497446","MYL2445OO004","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"9904","POU CHEN CORP","Equity","0.03","1.11","16,653,000.00","18,476,823.38","18,476,823.38","Consumer Discretionary","6696157","TW0009904003","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"BANDHANBNK","BANDHAN BANK LTD","Equity","0.03","5.47","3,372,835.00","18,443,088.35","18,443,088.35","Financials","BG1SV45","INE545U01014","National Stock Exchange Of India","India","USD","INR","73.30"
"TUPRS","TURKIYE PETROL RAFINERILERI A","Equity","0.03","16.84","1,094,450.00","18,429,425.38","18,429,425.38","Energy","B03MYT9","TRATUPRS91E8","Istanbul Stock Exchange","Turkey","USD","TRY","6.07"
"601328","BANK OF COMMUNICATIONS LTD A","Equity","0.03","0.77","24,020,380.00","18,415,307.37","18,415,307.37","Financials","BP3R2G2","CNE1000000S2","Shanghai Stock Exchange","China","USD","CNY","6.98"
"UNTR","UNITED TRACTORS","Equity","0.03","1.24","14,893,700.00","18,406,596.30","18,406,596.30","Energy","6230845","ID1000058407","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"BELA","JUMBO SA","Equity","0.03","18.67","984,594.00","18,379,672.19","18,379,672.19","Consumer Discretionary","7243530","GRS282183003","Athens Exchange S.A. Cash Market","Greece","USD","EUR","0.89"
"392","BEIJING ENTERPRISES HOLDINGS LTD","Equity","0.03","4.26","4,312,000.00","18,370,191.13","18,370,191.13","Utilities","6081690","HK0392044647","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"603288","FOSHAN HAI TIAN FLAVOURING & FOOD","Equity","0.03","14.95","1,227,817.00","18,357,317.26","18,357,317.26","Consumer Staples","BTFRHX0","CNE100001SL2","Shanghai Stock Exchange","China","USD","CNY","6.98"
"EREGL","EREGLI DEMIR VE CELIK FABRIKALARI","Equity","0.03","1.40","13,060,795.00","18,313,196.10","18,313,196.10","Materials","B03MS97","TRAEREGL91G3","Istanbul Stock Exchange","Turkey","USD","TRY","6.07"
"LHC","LIFE HEALTH LTD","Equity","0.03","1.50","12,126,689.00","18,232,878.38","18,232,878.38","Health Care","B4K90R1","ZAE000145892","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"168","TSINGTAO BREWERY LTD H","Equity","0.03","5.19","3,512,000.00","18,216,564.77","18,216,564.77","Consumer Staples","6905808","CNE1000004K1","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"GRUPOSURA","GRUPO DE INVERSIONES SURAMERICANA","Equity","0.03","8.52","2,130,623.00","18,159,635.59","18,159,635.59","Financials","BMSK715","COT13PA00086","Bolsa De Valores De Colombia","Colombia","USD","COP","3,433.00"
"390","CHINA RAILWAY GROUP LTD H","Equity","0.03","0.59","30,505,000.00","18,139,275.37","18,139,275.37","Industrials","B297KM7","CNE1000007Z2","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"5347","VANGUARD INTERNATIONAL SEMICONDUCT","Equity","0.03","2.50","7,199,000.00","18,013,690.73","18,013,690.73","Information Technology","6109677","TW0005347009","Gretai Securities Market","Taiwan","USD","TWD","30.01"
"TOPGLOV","TOP GLOVE CORPORATION","Equity","0.03","1.36","13,289,500.00","18,007,880.66","18,007,880.66","Health Care","B05L892","MYL7113OO003","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"1590","AIRTAC INTERNATIONAL GROUP","Equity","0.03","16.41","1,096,880.00","17,999,313.63","17,999,313.63","Industrials","B52J816","KYG014081064","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"SPP","SPAR GROUP LTD","Equity","0.03","11.06","1,626,201.00","17,978,224.48","17,978,224.48","Consumer Staples","B038WK4","ZAE000058517","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"SINA","SINA CORP","Equity","0.03","33.02","543,931.00","17,960,601.62","17,960,601.62","Communication","2579230","KYG814771047","NASDAQ","China","USD","USD","1.00"
"1060","ALIBABA PICTURES GROUP LTD","Equity","0.03","0.14","132,520,000.00","17,909,260.57","17,909,260.57","Communication","BPYM749","BMG0171W1055","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"SAWAD.R","SRISAWAD CORPORATION PCL NON-LISTI","Equity","0.03","2.15","8,335,249.00","17,907,503.40","17,907,503.40","Financials","BMHS7D2","TH5456010R17","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"BBL.F","BANGKOK BANK PCL F","Equity","0.03","4.31","4,137,900.00","17,845,390.84","17,845,390.84","Financials","6077019","TH0001010014","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"2689","NINE DRAGONS PAPER HOLDINGS LTD","Equity","0.03","1.17","15,193,000.00","17,833,858.03","17,833,858.03","Materials","B0WC2B8","BMG653181005","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"2324","COMPAL ELECTRONICS INC","Equity","0.03","0.60","29,478,000.00","17,826,465.20","17,826,465.20","Information Technology","6225744","TW0002324001","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"ICICIPRULI","ICICI PRUDENTIAL LIFE INSURANCE CO","Equity","0.03","6.22","2,861,619.00","17,789,101.91","17,789,101.91","Financials","BYXL8H0","INE726G01019","National Stock Exchange Of India","India","USD","INR","73.30"
"152","SHENZHEN INTERNATIONAL HOLDINGS LT","Equity","0.03","1.98","8,895,250.00","17,654,257.67","17,654,257.67","Industrials","BJVBTY1","BMG8086V1467","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"6881","CHINA GALAXY SECURITIES LTD H","Equity","0.03","0.56","31,426,500.00","17,635,567.28","17,635,567.28","Financials","B92NYF2","CNE100001NT6","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"3883","CHINA AOYUAN GROUP LTD","Equity","0.03","1.45","12,188,000.00","17,632,166.81","17,632,166.81","Real Estate","BJGS0Q6","KYG2119Z1090","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"RDF","REDEFINE PROPERTIES LTD","Equity","0.03","0.37","47,684,885.00","17,627,558.25","17,627,558.25","Real Estate","BMP3858","ZAE000190252","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Equity","0.03","1.50","11,744,270.00","17,594,864.89","17,594,864.89","Industrials","6416139","HK0144000764","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"006800","DAEWOO SECURITIES","Equity","0.03","5.33","3,299,418.00","17,583,278.39","17,583,278.39","Financials","6249658","KR7006800007","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"RHBBANK","RHB BANK","Equity","0.03","1.34","13,096,666.00","17,559,775.64","17,559,775.64","Financials","6244675","MYL1066OO009","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"552","CHINA COMMUNICATIONS SERVICES CORP","Equity","0.03","0.81","21,742,000.00","17,517,848.00","17,517,848.00","Industrials","B1HVJ16","CNE1000002G3","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"ENGI11","ENERGISA UNITS SA","Equity","0.03","12.85","1,361,975.00","17,502,925.15","17,502,925.15","Utilities","B56XQT8","BRENGICDAM16","XBSP","Brazil","USD","BRL","4.46"
"GENM","GENTING MALAYSIA","Equity","0.03","0.66","26,355,400.00","17,480,462.62","17,480,462.62","Consumer Discretionary","B1VXKN7","MYL4715OO008","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"1548","GENSCRIPT BIOTECH CORP","Equity","0.03","2.11","8,298,000.00","17,472,846.39","17,472,846.39","Health Care","BD9Q2J2","KYG3825B1059","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"2337","MACRONIX INTERNATIONAL LTD","Equity","0.03","1.09","15,941,554.00","17,448,440.64","17,448,440.64","Information Technology","6574101","TW0002337003","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"JOBS","51JOB ADR REPRESENTING INC","Equity","0.03","75.87","229,321.00","17,398,584.27","17,398,584.27","Industrials","B02TT74","US3168271043","NASDAQ","China","USD","USD","1.00"
"TFG","THE FOSCHINI GROUP LTD","Equity","0.03","8.57","2,028,920.00","17,396,621.70","17,396,621.70","Consumer Discretionary","6349688","ZAE000148466","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"139480","E-MART INC","Equity","0.03","93.28","185,841.00","17,335,624.11","17,335,624.11","Consumer Staples","B682TF7","KR7139480008","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"2823","CHINA LIFE INSURANCE LTD","Equity","0.03","0.79","21,814,707.00","17,335,180.15","17,335,180.15","Financials","6199816","TW0002823002","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"2377","MICRO-STAR INTERNATIONAL LTD","Equity","0.03","3.00","5,772,000.00","17,308,499.65","17,308,499.65","Information Technology","6133450","TW0002377009","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"GRUMAB","GRUMA","Equity","0.03","9.72","1,775,070.00","17,253,085.85","17,253,085.85","Consumer Staples","2392545","MXP4948K1056","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"3319","A-LIVING SERVICES LTD H","Equity","0.03","4.62","3,730,500.00","17,237,267.52","17,237,267.52","Industrials","BFWK4M2","CNE100002RY5","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"ALFAA","ALFA A","Equity","0.03","0.66","26,171,647.00","17,232,696.26","17,232,696.26","Industrials","2043423","MXP000511016","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"3898","ZHUZHOU CRRC TIMES ELECTRIC LTD H","Equity","0.03","3.62","4,758,800.00","17,211,182.19","17,211,182.19","Industrials","B1L3XL6","CNE1000004X4","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"CIEL3","CIELO SA","Equity","0.03","1.61","10,657,718.00","17,210,108.12","17,210,108.12","Information Technology","B614LY3","BRCIELACNOR3","XBSP","Brazil","USD","BRL","4.46"
"PETRONET","PETRONET LNG LTD","Equity","0.03","3.39","5,078,288.00","17,199,563.37","17,199,563.37","Energy","B00KT68","INE347G01014","National Stock Exchange Of India","India","USD","INR","73.30"
"2834","TAIWAN BUSINESS BANK","Equity","0.03","0.40","43,120,691.00","17,097,132.01","17,097,132.01","Financials","6098816","TW0002834009","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","Equity","0.03","8.01","2,131,100.00","17,072,697.95","17,072,697.95","Utilities","2308445","BRELETACNPB7","XBSP","Brazil","USD","BRL","4.46"
"CIPLA","CIPLA LTD","Equity","0.03","5.80","2,941,597.00","17,068,265.69","17,068,265.69","Health Care","B011108","INE059A01026","National Stock Exchange Of India","India","USD","INR","73.30"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Equity","0.03","23.54","724,203.00","17,050,473.99","17,050,473.99","Health Care","6273583","INE437A01024","National Stock Exchange Of India","India","USD","INR","73.30"
"600048","POLY DEVELOPMENTS AND HOLDINGS GRO","Equity","0.03","2.39","7,117,911.00","17,037,648.41","17,037,648.41","Real Estate","BP3R336","CNE000001ND1","Shanghai Stock Exchange","China","USD","CNY","6.98"
"1813","KWG GROUP HOLDINGS LTD","Equity","0.03","1.49","11,465,500.00","17,029,650.56","17,029,650.56","Real Estate","B1YBF00","KYG532241042","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"BCI","BANCO DE CREDITO E INVERSION","Equity","0.03","40.14","423,697.00","17,007,062.47","17,007,062.47","Financials","2069355","CLP321331116","Santiago Stock Exchange","Chile","USD","CLP","804.69"
"EXX","EXXARO RESOURCES LTD","Equity","0.03","7.62","2,216,989.00","16,882,710.66","16,882,710.66","Energy","6418801","ZAE000084992","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"LUPIN","LUPIN LTD","Equity","0.03","8.86","1,892,753.00","16,774,546.86","16,774,546.86","Health Care","6143761","INE326A01037","National Stock Exchange Of India","India","USD","INR","73.30"
"QUAL3","QUALICORP SA","Equity","0.03","8.23","2,032,400.00","16,724,139.28","16,724,139.28","Health Care","B4LHBQ0","BRQUALACNOR6","XBSP","Brazil","USD","BRL","4.46"
"3360","FAR EAST HORIZON LTD","Equity","0.03","0.88","18,944,000.00","16,702,027.16","16,702,027.16","Financials","B63DLB5","HK0000077468","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
